"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"11.01.2022 17:00 - 11.01.2022 18:00","0","0","0","831","983","886","1156","1201","1369"
"11.01.2022 18:00 - 11.01.2022 19:00","0","0","0","630","796","732","933","957","1054"
"11.01.2022 19:00 - 11.01.2022 20:00","0","0","0","522","712","568","716","708","634"
"11.01.2022 20:00 - 11.01.2022 21:00","0","0","0","440","621","444","540","489","430"
"11.01.2022 21:00 - 11.01.2022 22:00","0","0","0","374","476","378","422","360","324"
"11.01.2022 22:00 - 11.01.2022 23:00","0","0","0","336","326","180","356","299","260"
"11.01.2022 23:00 - 12.01.2022 00:00","0","0","0","211","217","136","355","294","259"
"12.01.2022 00:00 - 12.01.2022 01:00","0","N/A","0","133","N/A","74","406","N/A","271"
"12.01.2022 01:00 - 12.01.2022 02:00","0","N/A","0","138","N/A","98","436","N/A","405"
"12.01.2022 02:00 - 12.01.2022 03:00","0","N/A","0","177","N/A","165","474","N/A","467"
"12.01.2022 03:00 - 12.01.2022 04:00","0","N/A","0","203","N/A","219","529","N/A","535"
"12.01.2022 04:00 - 12.01.2022 05:00","0","N/A","0","263","N/A","233","587","N/A","543"
"12.01.2022 05:00 - 12.01.2022 06:00","0","N/A","0","318","N/A","300","633","N/A","788"
"12.01.2022 06:00 - 12.01.2022 07:00","0","N/A","0","363","N/A","264","750","N/A","779"
"12.01.2022 07:00 - 12.01.2022 08:00","0","N/A","0","519","N/A","465","865","N/A","811"
"12.01.2022 08:00 - 12.01.2022 09:00","0","0","0","643","448","443","907","887","887"
"12.01.2022 09:00 - 12.01.2022 10:00","16","16","20","640","563","473","958","924","1187"
"12.01.2022 10:00 - 12.01.2022 11:00","56","49","60","683","659","599","982","961","1241"
"12.01.2022 11:00 - 12.01.2022 12:00","93","86","122","802","754","658","1088","1079","1352"
"12.01.2022 12:00 - 12.01.2022 13:00","103","99","115","883","830","765","1233","1220","1413"
"12.01.2022 13:00 - 12.01.2022 14:00","90","94","85","922","860","696","1249","1263","1393"
"12.01.2022 14:00 - 12.01.2022 15:00","59","63","54","916","905","808","1293","1273","1598"
"12.01.2022 15:00 - 12.01.2022 16:00","17","17","16","938","959","892","1378","1347","1774"
"12.01.2022 16:00 - 12.01.2022 17:00","0","0","0","927","988","921","1466","1461","1788"
"12.01.2022 17:00 - 12.01.2022 18:00","0","0","0","952","1022","913","1640","1588","1894"
"12.01.2022 18:00 - 12.01.2022 19:00","0","0","0","972","1011","924","1818","1696","1874"
"12.01.2022 19:00 - 12.01.2022 20:00","0","0","0","1003","1049","873","1899","1760","1770"
"12.01.2022 20:00 - 12.01.2022 21:00","0","0","0","976","1079","919","1915","1826","1987"
"12.01.2022 21:00 - 12.01.2022 22:00","0","0","0","970","1078","959","2006","1941","2059"
"12.01.2022 22:00 - 12.01.2022 23:00","0","0","0","969","1017","949","2075","2034","2294"
"12.01.2022 23:00 - 13.01.2022 00:00","0","0","0","987","990","930","2039","2024","2341"
"13.01.2022 00:00 - 13.01.2022 01:00","0","N/A","0","867","N/A","885","2192","N/A","2218"
"13.01.2022 01:00 - 13.01.2022 02:00","0","N/A","0","918","N/A","998","2197","N/A","2184"
"13.01.2022 02:00 - 13.01.2022 03:00","0","N/A","0","1017","N/A","1025","2301","N/A","2420"
"13.01.2022 03:00 - 13.01.2022 04:00","0","N/A","0","1039","N/A","1011","2373","N/A","2384"
"13.01.2022 04:00 - 13.01.2022 05:00","0","N/A","0","1066","N/A","1050","2426","N/A","2230"
"13.01.2022 05:00 - 13.01.2022 06:00","0","N/A","0","1052","N/A","1017","2422","N/A","2183"
"13.01.2022 06:00 - 13.01.2022 07:00","0","N/A","0","1037","N/A","1061","2433","N/A","2372"
"13.01.2022 07:00 - 13.01.2022 08:00","0","N/A","0","1015","N/A","1024","2459","N/A","2140"
"13.01.2022 08:00 - 13.01.2022 09:00","1","1","1","994","1055","1058","2472","2395","2395"
"13.01.2022 09:00 - 13.01.2022 10:00","23","20","29","960","1057","1051","2414","2400","2458"
"13.01.2022 10:00 - 13.01.2022 11:00","73","61","54","967","1063","1074","2331","2345","2524"
"13.01.2022 11:00 - 13.01.2022 12:00","115","104","117","1008","1064","1064","2402","2402","2523"
"13.01.2022 12:00 - 13.01.2022 13:00","130","118","118","1043","1084","1005","2479","2466","2618"
"13.01.2022 13:00 - 13.01.2022 14:00","116","105","116","1053","1041","991","2397","2431","2436"
"13.01.2022 14:00 - 13.01.2022 15:00","75","71","76","1028","999","991","2369","2395","2480"
"13.01.2022 15:00 - 13.01.2022 16:00","24","22","26","1074","1042","1020","2366","2387","2399"
"13.01.2022 16:00 - 13.01.2022 17:00","0","0","3","1083","1040","980","2322","2395","2484"
"13.01.2022 17:00 - 13.01.2022 18:00","0","0","0","1073","1093","1040","2326","2425","2530"
"13.01.2022 18:00 - 13.01.2022 19:00","0","0","0","1093","1106","1067","2432","2470","2685"
"13.01.2022 19:00 - 13.01.2022 20:00","0","0","0","1122","1118","1010","2428","2407","2353"
"13.01.2022 20:00 - 13.01.2022 21:00","0","0","0","1118","1116","996","2453","2470","2462"
"13.01.2022 21:00 - 13.01.2022 22:00","0","0","0","1101","1115","1026","2559","2515","2280"
"13.01.2022 22:00 - 13.01.2022 23:00","0","0","0","1106","1124","1010","2646","2524","2166"
"13.01.2022 23:00 - 14.01.2022 00:00","0","0","0","1097","1104","1018","2626","2525","2590"
"14.01.2022 00:00 - 14.01.2022 01:00","0","N/A","0","1052","N/A","990","2677","N/A","2087"
"14.01.2022 01:00 - 14.01.2022 02:00","0","N/A","0","1054","N/A","887","2643","N/A","1977"
"14.01.2022 02:00 - 14.01.2022 03:00","0","N/A","0","1054","N/A","918","2661","N/A","2064"
"14.01.2022 03:00 - 14.01.2022 04:00","0","N/A","0","1029","N/A","896","2713","N/A","2008"
"14.01.2022 04:00 - 14.01.2022 05:00","0","N/A","0","1026","N/A","869","2777","N/A","1798"
"14.01.2022 05:00 - 14.01.2022 06:00","0","N/A","0","1015","N/A","947","2778","N/A","2072"
"14.01.2022 06:00 - 14.01.2022 07:00","0","N/A","0","1044","N/A","1004","2794","N/A","2026"
"14.01.2022 07:00 - 14.01.2022 08:00","0","N/A","0","1047","N/A","956","2867","N/A","1848"
"14.01.2022 08:00 - 14.01.2022 09:00","1","1","1","1049","882","898","2912","2385","2385"
"14.01.2022 09:00 - 14.01.2022 10:00","23","28","34","1018","923","750","2625","2731","2438"
"14.01.2022 10:00 - 14.01.2022 11:00","77","86","119","1003","961","892","2257","2431","1611"
"14.01.2022 11:00 - 14.01.2022 12:00","132","140","211","996","967","1027","2059","2278","1729"
"14.01.2022 12:00 - 14.01.2022 13:00","152","157","307","964","911","912","1934","2136","1557"
"14.01.2022 13:00 - 14.01.2022 14:00","146","152","308","902","795","846","1686","1878","1407"
"14.01.2022 14:00 - 14.01.2022 15:00","101","106","192","804","711","821","1464","1603","1343"
"14.01.2022 15:00 - 14.01.2022 16:00","33","35","64","770","748","847","1299","1402","1237"
"14.01.2022 16:00 - 14.01.2022 17:00","0","0","4","754","750","813","1226","1338","890"
"14.01.2022 17:00 - 14.01.2022 18:00","0","0","0","790","769","889","1269","1347","1064"
"14.01.2022 18:00 - 14.01.2022 19:00","0","0","0","822","791","780","1363","1338","1166"
"14.01.2022 19:00 - 14.01.2022 20:00","0","0","0","834","786","759","1342","1240","1086"
"14.01.2022 20:00 - 14.01.2022 21:00","0","0","0","737","685","701","1179","1058","908"
"14.01.2022 21:00 - 14.01.2022 22:00","0","0","0","582","524","579","1061","920","729"
"14.01.2022 22:00 - 14.01.2022 23:00","0","0","0","463","342","480","945","816","654"
"14.01.2022 23:00 - 15.01.2022 00:00","0","0","0","371","270","311","788","685","482"
"15.01.2022 00:00 - 15.01.2022 01:00","0","N/A","0","242","N/A","285","514","N/A","433"
"15.01.2022 01:00 - 15.01.2022 02:00","0","N/A","0","192","N/A","232","444","N/A","385"
"15.01.2022 02:00 - 15.01.2022 03:00","0","N/A","0","152","N/A","216","426","N/A","383"
"15.01.2022 03:00 - 15.01.2022 04:00","0","N/A","0","114","N/A","188","419","N/A","476"
"15.01.2022 04:00 - 15.01.2022 05:00","0","N/A","0","85","N/A","149","409","N/A","541"
"15.01.2022 05:00 - 15.01.2022 06:00","0","N/A","0","82","N/A","73","340","N/A","495"
"15.01.2022 06:00 - 15.01.2022 07:00","0","N/A","0","88","N/A","32","307","N/A","392"
"15.01.2022 07:00 - 15.01.2022 08:00","0","N/A","0","110","N/A","46","315","N/A","477"
"15.01.2022 08:00 - 15.01.2022 09:00","1","1","1","129","35","33","315","416","416"
"15.01.2022 09:00 - 15.01.2022 10:00","26","27","39","152","56","52","337","412","380"
"15.01.2022 10:00 - 15.01.2022 11:00","80","80","144","206","106","91","362","416","432"
"15.01.2022 11:00 - 15.01.2022 12:00","123","131","181","294","204","152","401","435","476"
"15.01.2022 12:00 - 15.01.2022 13:00","130","143","148","400","296","218","431","475","528"
"15.01.2022 13:00 - 15.01.2022 14:00","109","115","136","451","287","238","419","480","481"
"15.01.2022 14:00 - 15.01.2022 15:00","61","69","67","440","249","241","422","457","448"
"15.01.2022 15:00 - 15.01.2022 16:00","16","21","24","399","290","278","460","478","504"
"15.01.2022 16:00 - 15.01.2022 17:00","0","0","4","392","328","343","522","547","640"
"15.01.2022 17:00 - 15.01.2022 18:00","0","0","1","427","386","416","623","656","818"
"15.01.2022 18:00 - 15.01.2022 19:00","0","0","0","479","465","411","742","753","944"
"15.01.2022 19:00 - 15.01.2022 20:00","0","0","0","562","551","466","787","804","980"
"15.01.2022 20:00 - 15.01.2022 21:00","0","0","0","610","586","524","795","839","985"
"15.01.2022 21:00 - 15.01.2022 22:00","0","0","0","658","644","619","879","913","1006"
"15.01.2022 22:00 - 15.01.2022 23:00","0","0","0","653","712","634","977","1009","1117"
"15.01.2022 23:00 - 16.01.2022 00:00","0","0","0","675","789","753","1043","1095","1240"
"16.01.2022 00:00 - 16.01.2022 01:00","0","N/A","0","778","N/A","662","1297","N/A","1285"
"16.01.2022 01:00 - 16.01.2022 02:00","0","N/A","0","806","N/A","787","1325","N/A","1367"
"16.01.2022 02:00 - 16.01.2022 03:00","0","N/A","0","873","N/A","825","1349","N/A","1484"
"16.01.2022 03:00 - 16.01.2022 04:00","0","N/A","0","811","N/A","744","1351","N/A","1536"
"16.01.2022 04:00 - 16.01.2022 05:00","0","N/A","0","833","N/A","811","1303","N/A","1450"
"16.01.2022 05:00 - 16.01.2022 06:00","0","N/A","0","880","N/A","743","1204","N/A","1234"
"16.01.2022 06:00 - 16.01.2022 07:00","0","N/A","0","944","N/A","861","1211","N/A","1150"
"16.01.2022 07:00 - 16.01.2022 08:00","0","N/A","0","961","N/A","715","1282","N/A","1195"
"16.01.2022 08:00 - 16.01.2022 09:00","0","0","0","909","858","855","1372","1337","1337"
"16.01.2022 09:00 - 16.01.2022 10:00","6","6","14","891","805","775","1423","1388","1299"
"16.01.2022 10:00 - 16.01.2022 11:00","22","21","27","921","828","855","1496","1434","1435"
"16.01.2022 11:00 - 16.01.2022 12:00","42","47","53","1002","947","982","1745","1624","1764"
"16.01.2022 12:00 - 16.01.2022 13:00","49","57","92","1070","1029","980","2020","1871","2068"
"16.01.2022 13:00 - 16.01.2022 14:00","38","51","95","1089","1062","1016","2092","2015","2185"
"16.01.2022 14:00 - 16.01.2022 15:00","38","30","44","1095","1072","1071","2242","2166","2068"
"16.01.2022 15:00 - 16.01.2022 16:00","19","14","21","1120","1095","1103","2498","2400","2041"
"16.01.2022 16:00 - 16.01.2022 17:00","1","1","2","1131","1097","1074","2573","2581","2362"
"16.01.2022 17:00 - 16.01.2022 18:00","0","0","0","1105","1094","1078","2585","2687","2446"
"16.01.2022 18:00 - 16.01.2022 19:00","0","0","0","1119","1092","1105","2657","2675","2496"
"16.01.2022 19:00 - 16.01.2022 20:00","0","0","0","1126","1091","1035","2612","2586","2044"
"16.01.2022 20:00 - 16.01.2022 21:00","0","0","0","1081","1051","1013","2657","2663","2050"
"16.01.2022 21:00 - 16.01.2022 22:00","0","0","0","963","972","903","2787","2683","2178"
"16.01.2022 22:00 - 16.01.2022 23:00","0","0","0","954","950","924","2876","2662","2144"
"16.01.2022 23:00 - 17.01.2022 00:00","0","0","0","918","854","892","2775","2630","2321"
"17.01.2022 00:00 - 17.01.2022 01:00","0","N/A","0","792","N/A","852","2795","N/A","2142"
"17.01.2022 01:00 - 17.01.2022 02:00","0","N/A","0","784","N/A","910","2759","N/A","1856"
"17.01.2022 02:00 - 17.01.2022 03:00","0","N/A","0","824","N/A","938","2785","N/A","2217"
"17.01.2022 03:00 - 17.01.2022 04:00","0","N/A","0","856","N/A","921","2830","N/A","2315"
"17.01.2022 04:00 - 17.01.2022 05:00","0","N/A","0","898","N/A","989","2885","N/A","2073"
"17.01.2022 05:00 - 17.01.2022 06:00","0","N/A","0","917","N/A","966","2868","N/A","2081"
"17.01.2022 06:00 - 17.01.2022 07:00","0","N/A","0","937","N/A","968","2887","N/A","2091"
"17.01.2022 07:00 - 17.01.2022 08:00","0","N/A","0","961","N/A","1006","2965","N/A","2410"
"17.01.2022 08:00 - 17.01.2022 09:00","1","1","1","961","881","873","3056","2367","2367"
"17.01.2022 09:00 - 17.01.2022 10:00","33","33","43","942","898","1050","2968","2853","2743"
"17.01.2022 10:00 - 17.01.2022 11:00","102","102","190","1001","925","1116","2765","2689","2290"
"17.01.2022 11:00 - 17.01.2022 12:00","168","168","313","1030","966","1031","2755","2697","2375"
"17.01.2022 12:00 - 17.01.2022 13:00","194","194","366","1040","944","1052","2762","2734","2328"
"17.01.2022 13:00 - 17.01.2022 14:00","178","179","324","1005","1009","1054","2520","2503","2131"
"17.01.2022 14:00 - 17.01.2022 15:00","122","123","212","1094","1067","1047","2248","2164","2036"
"17.01.2022 15:00 - 17.01.2022 16:00","48","49","71","1122","1075","1040","1879","1808","2069"
"17.01.2022 16:00 - 17.01.2022 17:00","2","2","5","1102","1070","1119","1601","1577","1521"
"17.01.2022 17:00 - 17.01.2022 18:00","0","0","0","1077","1011","1092","1482","1437","1066"
"17.01.2022 18:00 - 17.01.2022 19:00","0","0","0","1072","1000","1082","1487","1406","1079"
"17.01.2022 19:00 - 17.01.2022 20:00","0","0","0","1063","1016","819","1436","1404","1319"
"17.01.2022 20:00 - 17.01.2022 21:00","0","0","0","992","977","824","1443","1396","1379"
"17.01.2022 21:00 - 17.01.2022 22:00","0","0","0","913","917","775","1452","1333","1329"
"17.01.2022 22:00 - 17.01.2022 23:00","0","0","0","932","868","618","1377","1261","1225"
"17.01.2022 23:00 - 18.01.2022 00:00","0","0","0","889","758","420","1205","1130","1031"
"18.01.2022 00:00 - 18.01.2022 01:00","0","N/A","0","441","N/A","463","752","N/A","932"
"18.01.2022 01:00 - 18.01.2022 02:00","0","N/A","0","471","N/A","519","690","N/A","965"
"18.01.2022 02:00 - 18.01.2022 03:00","0","N/A","0","607","N/A","577","692","N/A","837"
"18.01.2022 03:00 - 18.01.2022 04:00","0","N/A","0","684","N/A","547","767","N/A","874"
"18.01.2022 04:00 - 18.01.2022 05:00","0","N/A","0","776","N/A","588","941","N/A","1053"
"18.01.2022 05:00 - 18.01.2022 06:00","0","N/A","0","760","N/A","749","1064","N/A","1061"
"18.01.2022 06:00 - 18.01.2022 07:00","0","N/A","0","719","N/A","701","1152","N/A","1087"
"18.01.2022 07:00 - 18.01.2022 08:00","0","N/A","0","638","N/A","659","1180","N/A","1140"
"18.01.2022 08:00 - 18.01.2022 09:00","1","1","1","524","536","561","1162","1133","1133"
"18.01.2022 09:00 - 18.01.2022 10:00","30","29","39","441","507","456","1161","1096","1250"
"18.01.2022 10:00 - 18.01.2022 11:00","97","92","89","460","514","463","1202","1140","1562"
"18.01.2022 11:00 - 18.01.2022 12:00","157","156","135","595","623","447","1392","1303","1789"
"18.01.2022 12:00 - 18.01.2022 13:00","182","182","120","814","768","781","1570","1468","1798"
"18.01.2022 13:00 - 18.01.2022 14:00","173","168","130","965","889","954","1572","1539","1910"
"18.01.2022 14:00 - 18.01.2022 15:00","121","113","90","915","898","741","1530","1545","2225"
"18.01.2022 15:00 - 18.01.2022 16:00","48","46","41","881","891","691","1465","1497","1868"
"18.01.2022 16:00 - 18.01.2022 17:00","2","2","3","854","920","848","1405","1438","1631"
"18.01.2022 17:00 - 18.01.2022 18:00","0","0","1","910","975","822","1468","1467","1750"
"18.01.2022 18:00 - 18.01.2022 19:00","0","0","0","970","940","816","1614","1553","1989"
"18.01.2022 19:00 - 18.01.2022 20:00","0","0","0","1017","973","782","1697","1567","1780"
"18.01.2022 20:00 - 18.01.2022 21:00","0","0","0","1016","973","860","1653","1531","1633"
"18.01.2022 21:00 - 18.01.2022 22:00","0","0","0","1065","998","965","1726","1565","1582"
"18.01.2022 22:00 - 18.01.2022 23:00","0","0","0","1070","996","1035","1841","1679","1705"
"18.01.2022 23:00 - 19.01.2022 00:00","0","0","0","1046","1024","1017","1908","1777","1773"
"19.01.2022 00:00 - 19.01.2022 01:00","0","N/A","0","984","N/A","1083","2029","N/A","1872"
"19.01.2022 01:00 - 19.01.2022 02:00","0","N/A","0","996","N/A","1099","2134","N/A","1933"
"19.01.2022 02:00 - 19.01.2022 03:00","0","N/A","0","1052","N/A","1107","2280","N/A","1861"
"19.01.2022 03:00 - 19.01.2022 04:00","0","N/A","0","1053","N/A","1022","2454","N/A","1718"
"19.01.2022 04:00 - 19.01.2022 05:00","0","N/A","0","1086","N/A","1078","2568","N/A","1671"
"19.01.2022 05:00 - 19.01.2022 06:00","0","N/A","0","1104","N/A","1110","2606","N/A","2085"
"19.01.2022 06:00 - 19.01.2022 07:00","0","N/A","0","1090","N/A","1104","2653","N/A","2348"
"19.01.2022 07:00 - 19.01.2022 08:00","0","N/A","0","1105","N/A","1109","2701","N/A","2457"
"19.01.2022 08:00 - 19.01.2022 09:00","0","1","1","1109","1110","1108","2884","2855","2855"
"19.01.2022 09:00 - 19.01.2022 10:00","7","9","10","1082","1098","1115","2836","2848","2870"
"19.01.2022 10:00 - 19.01.2022 11:00","20","19","20","1072","1096","1107","2796","2860","2802"
"19.01.2022 11:00 - 19.01.2022 12:00","25","27","28","1055","1093","1094","2889","2945","2936"
"19.01.2022 12:00 - 19.01.2022 13:00","27","27","25","995","1087","1057","2955","3027","3030"
"19.01.2022 13:00 - 19.01.2022 14:00","25","25","19","1006","1096","1105","2819","3005","2855"
"19.01.2022 14:00 - 19.01.2022 15:00","21","18","14","1066","1076","975","2815","3052","2964"
"19.01.2022 15:00 - 19.01.2022 16:00","15","7","6","1119","998","1042","2837","3106","2724"
"19.01.2022 16:00 - 19.01.2022 17:00","1","0","1","1100","968","1060","2871","3165","2985"
"19.01.2022 17:00 - 19.01.2022 18:00","0","0","0","1027","926","1031","2842","3086","2989"
"19.01.2022 18:00 - 19.01.2022 19:00","0","0","0","1003","911","1014","2861","2925","2761"
"19.01.2022 19:00 - 19.01.2022 20:00","0","0","0","936","864","957","2824","2788","2759"
"19.01.2022 20:00 - 19.01.2022 21:00","0","0","0","868","795","927","2775","2732","2510"
"19.01.2022 21:00 - 19.01.2022 22:00","0","0","0","884","778","1041","2853","2751","2320"
"19.01.2022 22:00 - 19.01.2022 23:00","0","0","0","894","785","1028","2827","2749","2512"
"19.01.2022 23:00 - 20.01.2022 00:00","0","0","0","902","782","1008","2820","2777","2765"
"20.01.2022 00:00 - 20.01.2022 01:00","0","N/A","0","806","N/A","1017","2977","N/A","2555"
"20.01.2022 01:00 - 20.01.2022 02:00","0","N/A","0","837","N/A","956","2932","N/A","2747"
"20.01.2022 02:00 - 20.01.2022 03:00","0","N/A","0","841","N/A","999","2953","N/A","2825"
"20.01.2022 03:00 - 20.01.2022 04:00","0","N/A","0","820","N/A","1005","3022","N/A","2972"
"20.01.2022 04:00 - 20.01.2022 05:00","0","N/A","0","819","N/A","1027","3011","N/A","2868"
"20.01.2022 05:00 - 20.01.2022 06:00","0","N/A","0","812","N/A","969","2936","N/A","2809"
"20.01.2022 06:00 - 20.01.2022 07:00","0","N/A","0","818","N/A","990","2831","N/A","2602"
"20.01.2022 07:00 - 20.01.2022 08:00","0","N/A","0","806","N/A","1072","2862","N/A","2526"
"20.01.2022 08:00 - 20.01.2022 09:00","2","2","2","804","1069","1064","3035","2950","2950"
"20.01.2022 09:00 - 20.01.2022 10:00","41","42","44","808","1005","1079","2930","2932","2808"
"20.01.2022 10:00 - 20.01.2022 11:00","117","117","152","828","958","1077","2845","2939","2961"
"20.01.2022 11:00 - 20.01.2022 12:00","178","179","271","824","917","998","2905","3009","2951"
"20.01.2022 12:00 - 20.01.2022 13:00","201","202","334","845","913","1051","2937","3045","3064"
"20.01.2022 13:00 - 20.01.2022 14:00","183","184","278","861","896","1054","2762","2948","3140"
"20.01.2022 14:00 - 20.01.2022 15:00","133","132","207","878","893","1056","2666","2875","2893"
"20.01.2022 15:00 - 20.01.2022 16:00","58","58","77","911","953","1096","2566","2769","2760"
"20.01.2022 16:00 - 20.01.2022 17:00","2","2","8","923","981","1122","2392","2695","2387"
"20.01.2022 17:00 - 20.01.2022 18:00","0","0","1","933","976","1112","2231","2575","1989"
"20.01.2022 18:00 - 20.01.2022 19:00","0","0","0","991","1035","1122","2224","2484","1817"
"20.01.2022 19:00 - 20.01.2022 20:00","0","0","0","1025","1086","1098","2083","2311","1563"
"20.01.2022 20:00 - 20.01.2022 21:00","0","0","0","986","1061","1085","1893","2170","1539"
"20.01.2022 21:00 - 20.01.2022 22:00","0","0","0","969","1059","1087","1910","2055","1389"
"20.01.2022 22:00 - 20.01.2022 23:00","0","0","0","1001","1025","1098","1892","1958","1123"
"20.01.2022 23:00 - 21.01.2022 00:00","0","0","0","991","988","1089","1751","1835","1174"
"21.01.2022 00:00 - 21.01.2022 01:00","0","N/A","0","1056","N/A","1064","1401","N/A","1101"
"21.01.2022 01:00 - 21.01.2022 02:00","0","N/A","0","1065","N/A","1090","1362","N/A","1029"
"21.01.2022 02:00 - 21.01.2022 03:00","0","N/A","0","1073","N/A","1106","1284","N/A","1059"
"21.01.2022 03:00 - 21.01.2022 04:00","0","N/A","0","1074","N/A","1116","1253","N/A","1030"
"21.01.2022 04:00 - 21.01.2022 05:00","0","N/A","0","1100","N/A","1093","1253","N/A","938"
"21.01.2022 05:00 - 21.01.2022 06:00","0","N/A","0","1091","N/A","1122","1284","N/A","1061"
"21.01.2022 06:00 - 21.01.2022 07:00","0","N/A","0","1111","N/A","1117","1224","N/A","786"
"21.01.2022 07:00 - 21.01.2022 08:00","0","N/A","0","1094","N/A","1066","1117","N/A","814"
"21.01.2022 08:00 - 21.01.2022 09:00","2","2","2","1027","981","968","1069","964","964"
"21.01.2022 09:00 - 21.01.2022 10:00","27","32","43","881","828","837","983","871","986"
"21.01.2022 10:00 - 21.01.2022 11:00","57","73","168","741","698","653","904","798","875"
"21.01.2022 11:00 - 21.01.2022 12:00","77","102","302","687","615","646","978","822","920"
"21.01.2022 12:00 - 21.01.2022 13:00","78","107","231","818","721","668","1132","942","1108"
"21.01.2022 13:00 - 21.01.2022 14:00","61","77","104","951","907","804","1232","1082","1402"
